therapist_name,sub_title,Bio,therapist_url,Specialty,style
Ashley Steineckert,"Therapist, Virtual","“I believe meaningful change happens when people feel safe enough to be honest about what's hard, confusing, or painful — and also when they feel challenged in thoughtful and compassionate ways.”",https://care.headway.co/providers/ashley-steineckert?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Family issues', 'Grief or loss']","['Energetic', 'Open-minded', 'Warm']"
Talia Guppy,"Therapist, Virtual","“Welcome! I am currently accepting client and I specialize in working with LGBTQ+ adolescents and young adults, providing affirming care through a solution‐focused and client‐centered approach. I utilize Cognitive Behavioral Therapy (CBT) to help...”",https://care.headway.co/providers/talia-guppy?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Energetic', 'Solution-oriented']"
Evan Dunn,"Therapist, Virtual",“I encourage profound exploration of symptoms and conflicts while simultaneously offering my patients a space of warmth and relief in which to grow.”,https://care.headway.co/providers/evan-dunn?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'Eating disorders']","['Creative', 'Humorous', 'Inquisitive']"
Claire Morrison,"Therapist, Virtual","“I’ve worked as a therapist for the past ten years, helping people untangle their stories and find compassion for the messy, imperfect parts of being human. My own experiences as a client deeply shaped my approach. I bring empathy, warmth, and a...”",https://care.headway.co/providers/claire-morrison?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Family issues']","['Humorous', 'Open-minded', 'Warm']"
Jaime DiMeco,"Therapist, Virtual","“I'm Jaime DiMeco & I'm honored that you're here. I've been a psychotherapist since 2018, & have the privilege to serve clients of all backgrounds - with a variety of therapeutic needs & goals - struggling through difficult seasons of life. I am...”",https://care.headway.co/providers/jaime-dimeco?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Empowering', 'Warm']"
Chelsie Norton,"Therapist, Virtual","“Having spent many years involved in alternative culture, I support client's in addressing issues around non traditional partnerships/lifestyles, substance use, trauma histories and major life transitions.”",https://care.headway.co/providers/chelsie-norton?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Holistic', 'Inquisitive', 'Open-minded']"
Lili Kroutilina,"Therapist, Virtual","“I specialize in trauma-informed, integrative, holistic modalities for anxiety, ADHD, stress/burn-out, life transitions, relationships, grief, and depression with adults, couples, LGBTQ+, BIPOC, and alternative lifestyles”",https://care.headway.co/providers/lili-kroutilina?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Empowering', 'Holistic', 'Open-minded']"
Tone Va'i,"Therapist, Virtual","“I'm direct, relational, and reflective in how I work. I started in early childhood mental health, which shaped how I understand people.”",https://care.headway.co/providers/tone-va-i?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Direct', 'Open-minded']"
Dr. Marci Kyle,"Therapist, Virtual",“I believe in focusing on client's strengths rather than pathology and guiding clients to create the right condition for themselves to reach their goals...”,https://care.headway.co/providers/marci-kyle?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Affirming', 'Empowering', 'Holistic']"
Shawn Roth,"Therapist, Virtual","“My own mental health journey was aided by the help of some amazing mental health professionals, and since that time I have been working towards helping others understand themselves in the way that I was helped.”",https://care.headway.co/providers/shawn-roth?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Depression']","['Affirming', 'Empowering', 'Inquisitive']"
Hollis Wiese,"Therapist, Virtual","“Hollis Wiese, LMFT has extensive experience treating adults, teens, and couples. Hollis approaches the therapeutic experience from a client-centered, LGBTQIA+-affirmative, and sex-positive place. Hollis uses warmth, humor, and open-mindedness to...”",https://care.headway.co/providers/hollis-wiese?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Humorous', 'Open-minded', 'Warm']"
Deborah Ebrahemi,"Therapist, Virtual","“I specialize in working with adolescents, families, young adults, postpartum parents and LGBTQIA+ individuals who are struggling with anxiety, depression, school stressors, parenting stressors, life transitions, postpartum, and relationships.”",https://care.headway.co/providers/deborah-ebrahemi?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Relationship issues', 'Stress management']","['Holistic', 'Open-minded', 'Solution-oriented']"
America Islas,"Therapist, Virtual","“Tired of feeling like you have to educate your therapist before you can actually begin? You deserve a therapist who actively celebrates who you are. I specialize in LGBTQI2-S affirmative care and work with individuals, couples, and families...”",https://care.headway.co/providers/america-islas-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Empowering', 'Warm']"
Olivia White,"Therapist, Virtual",“I believe that true healing requires accessing stored trauma in the body and helping your nervous system to feel safe.”,https://care.headway.co/providers/olivia-white-3?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Eating disorders']","['Holistic', 'Open-minded', 'Warm']"
Cindi Lane-Pompa,"Therapist, Virtual","“I specialize in working with neurodivergent adults (ADHD, autism), LGBTQIA individuals, and those navigating chronic illness, burnout, and perimenopause or menopause. Many of my clients come to therapy feeling overwhelmed, exhausted, or like nothing...”",https://care.headway.co/providers/cindi-lane-pompa?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Depression']","['Humorous', 'Open-minded', 'Warm']"
Dr. Lynelle Tyler,"Psychologist, Virtual",“My therapeutic approach is solution-focused and strength based. We use your strengths to bolster other aspects of your life.”,https://care.headway.co/providers/lynelle-tyler?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'End of life care']","['Creative', 'Empowering', 'Solution-oriented']"
Corrine Thomas,"Therapist, Virtual","“I specialize in helping clients navigate depression, anxiety, anger, trauma, and the thought patterns that keep them feeling stuck. Since 2003, I’ve used CBT informed, trauma informed, and solution focused techniques to help clients understand...”",https://care.headway.co/providers/corrine-thomas-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'Grief or loss']","['Challenging', 'Direct', 'Humorous']"
Natalie Espinoza,"Therapist, Virtual","“I bring a warm, grounded presence and create a space where your nervous system can settle so you feel safe enough to be fully yourself and understood.”",https://care.headway.co/providers/natalie-espinoza?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Depression', 'Grief or loss']","['Empowering', 'Open-minded', 'Participatory']"
Laura Morgan,"Therapist, Virtual","“I strive to address bias and embrace diversity while being open to learning how each person's race, culture, gender, sexuality, class and identity impacts their life.”",https://care.headway.co/providers/laura-morgan?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Grief or loss', 'Identity issues']","['Affirming', 'Holistic', 'Open-minded']"
James Johansen,"Therapist, Virtual","“My approach is rooted in compassion and evidence-based methodologies. In a confidential, nonjudgmental, trauma-informed environment, we collaboratively identify barriers and develop practical strategies to foster fulfilling and confident...”",https://care.headway.co/providers/james-johansen?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'End of life care']","['Direct', 'Empowering', 'Open-minded']"
Maranda Garnett,"Therapist, Virtual","“I provide a gender affirming, person centered, and trauma informed approach to create a safe space for you to be vulnerable...”",https://care.headway.co/providers/maranda-garnett?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Humorous', 'Open-minded', 'Warm']"
Christina Spektor,"Therapist, Virtual","“I believe people make sense in the context of their experiences, and therapy offers an opportunity to understand those experiences with curiosity rather than self-criticism.”",https://care.headway.co/providers/christina-spektor?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Open-minded', 'Warm']"
Tanaya Reid,"Therapist, Virtual",“I like to create a comforting and welcoming environment where it feels safe to talk about and try difficult things.”,https://care.headway.co/providers/tanaya-reid?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Direct', 'Holistic', 'Warm']"
Ben Quan,"Therapist, Virtual","“Hello! I am a Licensed Clinical Social Worker (LCSW) with almost 10 years experience providing individual therapy. I am a graduate of Cal State Fullerton, and specialize in EMDR therapy and LGBTQ+ affirming therapy. I am a big advocate for taking...”",https://care.headway.co/providers/ben-quan?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Inquisitive', 'Warm']"
Amada Adame,"Therapist, Virtual","“My approach is integrative, combining a strengths-based approach along with trauma informed therapies.”",https://care.headway.co/providers/amada-adame?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues']","['Holistic', 'Open-minded', 'Warm']"
Jessica Saucedo,"Therapist, Virtual",“I utilize a person-centered approach. It is important for the person I am working with to feel heard.”,https://care.headway.co/providers/jessica-saucedo?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Depression']","['Affirming', 'Open-minded', 'Participatory']"
Levin Manabat,"Therapist, Virtual","“My approach is compassionate, collaborative, and evidence-based, integrating trauma-informed care with therapies tailored to your unique goals and experiences.”",https://care.headway.co/providers/levin-manabat?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Holistic', 'Open-minded', 'Solution-oriented']"
Kimberly Porter-Leite,"Therapist, Virtual","“I have a deep belief in the healing power of relationship and draw from a range of trauma-informed, somatic, depth and behavioral approaches in my work.”",https://care.headway.co/providers/kimberly-porter-leite?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'End of life care', 'Grief or loss']","['Holistic', 'Open-minded', 'Participatory']"
Erick Nunez,"Therapist, Virtual","“Change can be scary but so is staying the same. There is a quote that I live by ""Whatever you are not changing ... you are choosing"".”",https://care.headway.co/providers/erick-nunez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Depression']","['Direct', 'Empowering', 'Humorous']"
Alexandra Anguiano,"Therapist, Virtual","“I am trained in EMDR, which helps people process and heal from painful or overwhelming experiences that may still be affecting them today.”",https://care.headway.co/providers/alexandra-anguiano?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Family issues']","['Affirming', 'Creative', 'Warm']"
Natalya Sivashov,"Therapist, Virtual","“I lived in 3 different countries throughout my formative years which has inspired in me a love for multiculturalism, open-heartedness, resilience, and a passion for helping people heal.”",https://care.headway.co/providers/natalya-sivashov?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Family issues', 'PTSD']","['Holistic', 'Open-minded', 'Warm']"
Allison Trujillo,"Therapist, Virtual","“I use a mix of DBT, EMDR, and IFS to help people explore the deeper layers of their story—especially around trauma, identity, and body image.”",https://care.headway.co/providers/allison-trujillo?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Open-minded', 'Warm']"
Maximiliano Cabellos,"Therapist, Virtual & in-person","“Hi My name is Maximiliano Cabellos, LMFT I am here to support you in addressing your needs and help you discover an appropriate and healthy approach. My goal is to assist you in getting to the root of challenges and overcoming them to live a more...”",https://care.headway.co/providers/maximiliano-cabellos?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Holistic', 'Humorous', 'Inquisitive']"
Robin Mathy,"Therapist, Virtual","“I provide a space rooted in safety, deep listening, and compassion. Healing is a sacred journey—a process of growing insight, clarity, and wisdom while reclaiming wholeness and transforming pain into purpose. Together, we can explore the paths that...”",https://care.headway.co/providers/robin-mathy?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Open-minded', 'Warm']"
Desiree Joslyn,"Therapist, Virtual","“I specialize in working with neurodivergent individuals and their families, helping to create understanding, support, and meaningful connections.”",https://care.headway.co/providers/desiree-joslyn?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression']","['Empowering', 'Humorous', 'Open-minded']"
Dr. Ashley Gerken,"Therapist, Virtual","“My style is warm, direct, and insight-oriented, balancing deep emotional work with practical tools for change.”",https://care.headway.co/providers/ashley-gerken?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Family issues', 'PTSD', 'Relationship issues']","['Affirming', 'Empowering', 'Solution-oriented']"
Julián Aguilar-Hernández,"Therapist, Virtual","“I bring over 15 years of clinical practice working with adults, adolescents, and families in English and Spanish on life transitions and crisis work.”",https://care.headway.co/providers/julian-aguilar-hernandez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Humorous', 'Open-minded', 'Warm']"
Alea Holman,"Psychologist, Virtual",“I believe meaningful growth begins when you can show up fully as yourself and feel supported in the process.”,https://care.headway.co/providers/alea-holman?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Inquisitive', 'Warm']"
Dr. Lisa Cooney,"Therapist, Virtual","“You're trauma-informed, attuned to nervous systems, and you understand recovery, resilience, and transformation not just academically, but lived and embodied.”",https://care.headway.co/providers/lisa-cooney-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Eating disorders']","['Direct', 'Empowering', 'Humorous']"
Johnny Valera,"Therapist, Virtual","“My style is grounded in compassion, humor, and empowerment, creating a low-pressure environment where clients feel comfortable progressing at their own pace.”",https://care.headway.co/providers/johnny-valera?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Affirming', 'Empowering', 'Humorous']"
Emily Campbell,"Therapist, Virtual","“I believe therapy should be a safe space where you feel heard, understood, and empowered to move toward the life you want.”",https://care.headway.co/providers/emily-campbell-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Depression']","['Affirming', 'Open-minded', 'Warm']"
Michelle Michicoff,"Therapist, Virtual","“My path to becoming a therapist was shaped by my own personal experiences and my interests in human behavior, attachment theory, and social justice. My nearly six years of experience working in community mental health have strongly influenced my...”",https://care.headway.co/providers/michelle-michicoff?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Affirming', 'Direct', 'Warm']"
Kelsey Gates,"Therapist, Virtual",“I bring creativity into sessions and strive to create a space that feels safe enough to be transformative.”,https://care.headway.co/providers/kelsey-gates?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Family issues', 'Identity issues']","['Creative', 'Empowering', 'Holistic']"
Ann Legierski,"Therapist, Virtual","“Rather than just focusing on symptoms, my goal is to foster a sense of curiosity and self-awareness that allows you to heal and grow at your own pace.”",https://care.headway.co/providers/ann-legierski?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Humorous', 'Open-minded']"
Virginia Sanchez,"Therapist, Virtual","“Welcome to Bright House Therapy, LLC. My name is Virginia Sanchez, I am a Licensed Marriage and Family Therapist with several years of experience working in LGBTQIA+, Grief & Loss, Bipolar, Trauma, ADHD, and Autism. I have worked in several...”",https://care.headway.co/providers/virginia-sanchez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Depression']","['Affirming', 'Open-minded', 'Warm']"
Macayla Meyers,"Therapist, Virtual",“At the core of my work is the belief that the relationship you have with yourself shapes every other relationship in your life.”,https://care.headway.co/providers/macayla-meyers?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Affirming', 'Challenging', 'Open-minded']"
Xing Liu,"Therapist, Virtual","“In terms of evidence-based approaches, I use Cognitive Behavioral Therapy (CBT), Dialectical Behavior Therapy (DBT) and Motivational Interviewing.”",https://care.headway.co/providers/xing-liu?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Empowering', 'Open-minded', 'Warm']"
Cynthia Fullwood-fleck,"Therapist, Virtual",“I believe that therapy is a collaborative journey—one where you show up as your authentic self and know that you'll be supported every step of the way.”,https://care.headway.co/providers/cynthia-fullwood-fleck?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Open-minded', 'Solution-oriented']"
Velvet Tabb,"Therapist, Virtual","“My goal is to empower clients to face their fears, reduce distress, and move toward a life that is guided by their values rather than their anxiety.”",https://care.headway.co/providers/velvet-tabb?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Grief or loss', 'Identity issues']","['Affirming', 'Humorous', 'Open-minded']"
Percival Fisher,"Therapist, Virtual","“Client's have shared with me that at the end of each our session together that they have felt heard, validated, and respected.”",https://care.headway.co/providers/percival-fisher?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Grief or loss']","['Affirming', 'Direct', 'Warm']"
Jonathan Klein,"Therapist, Virtual & in-person","“I'm a Marriage and Family Therapist based in Los Angeles and love this work. I came to therapy through an unconventional path — nearly a decade in film and photography, work as a youth counselor, and service in the military — all of which deeply...”",https://care.headway.co/providers/jonathan-klein?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Humorous', 'Solution-oriented', 'Warm']"
Kianna Romero,"Therapist, Virtual","“I am a Licensed Clinical Social Worker and I have experience working with minority populations, mainly with the Latinx community as well as LGBTQIA+ community.”",https://care.headway.co/providers/kianna-romero?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Chronic conditions']","['Empowering', 'Open-minded', 'Solution-oriented']"
Bradford Noble,"Therapist, Virtual","“My approach is collaborative, compassionate, and empowering, grounded in multicultural counseling and social justice education...”",https://care.headway.co/providers/bradford-noble?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Depression']","['Direct', 'Solution-oriented', 'Warm']"
Lisa Friedman,"Therapist, Virtual",“I believe that you already have information as to what will help you in your journey. It is my job to help you get to the answers...”,https://care.headway.co/providers/lisa-friedman-4?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Open-minded', 'Participatory', 'Warm']"
Dr. Scott Ivey,"Psychologist, Virtual","“During sessions, I prioritize listening to you approximately 80% of the time and provide feedback on the remaining 20%.”",https://care.headway.co/providers/scott-ivey?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Grief or loss', ""Men's issues""]","['Affirming', 'Participatory', 'Solution-oriented']"
Erin Zamora,"Therapist, Virtual","“My goal is to create a calm, collaborative space where you feel seen, respected, and empowered to move forward at your own pace.”",https://care.headway.co/providers/erin-zamora?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'Relationship issues']","['Humorous', 'Open-minded', 'Warm']"
Eunique LeGuie,"Therapist, Virtual","“I work with BIPOC women navigating maternal mental health, grief, and the identity shifts that can quietly unravel what you thought you knew about yourself.”",https://care.headway.co/providers/eunique-leguie?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Affirming', 'Empowering', 'Open-minded']"
Michael Kessler,"Therapist, Virtual","“I believe you are the expert on you, not me! I take a collaborative, client-centered & humanistic approach to therapy.”",https://care.headway.co/providers/michael-kessler?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Identity issues']","['Affirming', 'Empowering', 'Warm']"
Maria Herrera,"Therapist, Virtual",“I see therapy as a collaboration between the therapist and the client. You are the expert in your life.”,https://care.headway.co/providers/maria-herrera-3?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues', 'Depression']","['Humorous', 'Open-minded', 'Warm']"
Dr. Robin Hilliard Albertson,"Therapist, Virtual","“Everyone is worthy and deserving of respect, kindness, compassion, and consideration. That's at the core of how I approach care...”",https://care.headway.co/providers/robin-hilliard-albertson?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Family issues', 'Identity issues']","['Empowering', 'Holistic', 'Humorous']"
Ewan Duarte,"Therapist, Virtual","“Now accepting new clients. I am a transgender man and queer identified. Before becoming a therapist, I had previous work experience and years of study as a creative professional and educator. I value authenticity, a willingness and openness to...”",https://care.headway.co/providers/ewan-duarte?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Family issues', 'Grief or loss']","['Affirming', 'Holistic', 'Warm']"
Kimberly Tinsley,"Therapist, Virtual","“My approach is warm, direct, and holistic, and I genuinely love getting to know the people I work with.”",https://care.headway.co/providers/kimberly-tinsley?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Depression', 'Family issues']","['Direct', 'Holistic', 'Warm']"
Bonnie Gordon,"Therapist, Virtual","“I work collaboratively with clients, and firmly believe that clients are the experts on their own lived experience.”",https://care.headway.co/providers/bonnie-gordon?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Empowering', 'Open-minded', 'Warm']"
Alexis McFarlin,"Therapist, Virtual",“As a Licensed Professional Clinical Counselor and someone who has lived and thrived in polyamorous relationships for the past eight years...”,https://care.headway.co/providers/alexis-mcfarlin?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Family issues']","['Empowering', 'Open-minded', 'Solution-oriented']"
Borzu Davarpanah,"Therapist, Virtual","“I can help you reach your true potential. Together we can heal the wounds that keep you feeling stuck, unable to change.”",https://care.headway.co/providers/borzu-davarpanah?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Depression', ""Men's issues""]","['Empowering', 'Open-minded', 'Warm']"
